warehouse,asset,older_name,manager_ip,vendor,new_name
YZ,XQ16030013,BJ-YZ-A-4948E-39.253.115-I0,10.39.253.115,cisco,ias137.yz.sinanode.com
YZ,XQ16090015,BJ-YZ-A-4948E-39.253.149-I0,10.39.253.149,cisco,ias138.yz.sinanode.com
YZ,XQ16090009,BJ-YZ-A-4948E-39.253.171-I0,10.39.253.171,cisco,ias139.yz.sinanode.com
YZ,XQ16090010,BJ-YZ-A-4948E-39.253.173-I0,10.39.253.173,cisco,ias140.yz.sinanode.com
YZ,XQ16090011,BJ-YZ-A-4948E-39.253.175-I0,10.39.253.175,cisco,ias141.yz.sinanode.com
YZ,XQ16090012,BJ-YZ-A-4948E-39.253.177-I0,10.39.253.177,cisco,ias142.yz.sinanode.com
YZ,XQ16090013,BJ-YZ-A-4948E-39.253.179-I0,10.39.253.179,cisco,ias143.yz.sinanode.com
YZ,XQ16090014,BJ-YZ-A-4948E-39.253.181-I0,10.39.253.181,cisco,ias144.yz.sinanode.com
YZ,XQ16090016,BJ-YZ-A-4948E-39.253.183-I0,10.39.253.183,cisco,ias145.yz.sinanode.com
YZ,XQ16090017,BJ-YZ-A-4948E-39.253.185-I0,10.39.253.185,cisco,ias146.yz.sinanode.com
YZ,XQ16090018,BJ-YZ-A-4948E-39.253.187-I0,10.39.253.187,cisco,ias147.yz.sinanode.com
YZ,XQ16090019,BJ-YZ-A-4948E-39.253.189-I0,10.39.253.189,cisco,ias148.yz.sinanode.com
YZ,XQ16090002,BJ-YZ-A-4948E-39.253.75-I0,10.39.253.75,cisco,ias149.yz.sinanode.com
YZ,XQ16090006,BJ-YZ-A-4948E-39.253.89-I0,10.39.253.89,cisco,ias150.yz.sinanode.com
YZ,XQ16090007,BJ-YZ-A-4948E-39.253.91-I0,10.39.253.91,cisco,ias151.yz.sinanode.com
YZ,XQ16090008,BJ-YZ-A-4948E-39.253.93-I0,10.39.253.93,cisco,ias152.yz.sinanode.com
YZ,XQ15120011,BJ-YZ-A-4948E-38.253.81-E0,10.38.253.81,cisco,eas153.yz.sinanode.com
YZ,SM17010017,BJ-YZ-A-5800-39.252.113-I0,10.39.252.113,h3c,ias154.yz.sinanode.com
YZ,SM17010018,BJ-YZ-A-5800-39.252.114-I0,10.39.252.114,h3c,ias155.yz.sinanode.com
YZ,DH16120014,BJ-YZ-A-5800-39.253.150-I0,10.39.253.150,h3c,ias156.yz.sinanode.com
YZ,DH16120015,BJ-YZ-A-5800-39.253.151-I0,10.39.253.151,h3c,ias157.yz.sinanode.com
YZ,XQ16090020,BJ-YZ-A-4948E-39.253.191-I0,10.39.253.191,cisco,ias158.yz.sinanode.com
YZ,XQ16090021,BJ-YZ-A-4948E-39.253.193-I0,10.39.253.193,cisco,ias159.yz.sinanode.com
YZ,XQ16090032,BJ-YZ-A-4948E-39.253.195-I0,10.39.253.195,cisco,ias160.yz.sinanode.com
YZ,XQ16090033,BJ-YZ-A-4948E-39.253.197-I0,10.39.253.197,cisco,ias161.yz.sinanode.com
YZ,XQ16090034,BJ-YZ-A-4948E-39.253.199-I0,10.39.253.199,cisco,ias162.yz.sinanode.com
FT,YH12090020,BJ-FT-A-3560X-179.175.185-E0,221.179.175.185,cisco,eas1.ft.sinanode.com
FT,YH11120108,BJ-FT-A-3560X-16.181.190-I0,172.16.181.190,cisco,ias2.ft.sinanode.com
FT,YH12100003,BJ-FT-A-3560X-179.175.190-E0,221.179.175.190,cisco,eas3.ft.sinanode.com
FT,YH12100006,BJ-FT-A-3560X-16.181.185-I0,172.16.181.185,cisco,ias4.ft.sinanode.com
FT,YH10120138,BJ-FT-A-3560X-16.181.18-I0,172.16.181.18,cisco,ias5.ft.sinanode.com
FT,YH06110049,BJ-FT-C-3560G-179.180.66-I0,172.16.180.1,cisco,
FT,YH10010006,BJ-FT-C-6509v-16.181.1-I0,172.16.181.1,cisco,
FT,YH10040017,BJ-FT-A-3560g-16.181.11-I0,172.16.181.11,cisco,ias6.ft.sinanode.com
FT,YH10080040,BJ-FT-A-3560g-16.181.20-I0,172.16.181.20,cisco,ias7.ft.sinanode.com
FT,YH10100024,BJ-FT-A-3560g-16.181.21-I0,172.16.181.21,cisco,ias8.ft.sinanode.com
FT,YH10060019,BJ-FT-A-3560g-16.181.28-I0,172.16.181.28,cisco,ias9.ft.sinanode.com
FT,YH10110031,BJ-FT-A-3560g-16.181.29-I0,172.16.181.29,cisco,ias10.ft.sinanode.com
FT,YH13050006,BJ-FT-A-3560X-16.181.3-I0,172.16.181.3,cisco,ias11.ft.sinanode.com
FT,YH10120088,BJ-FT-A-3560g-16.181.30-I0,172.16.181.30,cisco,ias12.ft.sinanode.com
FT,YH11010124,BJ-FT-A-3560g-16.181.31-I0,172.16.181.31,cisco,ias13.ft.sinanode.com
FT,YH11030071,BJ-FT-A-3560g-16.181.34-I0,172.16.181.34,cisco,ias14.ft.sinanode.com
FT,YH10120183,BJ-FT-A-3560g-16.181.35-I0,172.16.181.35,cisco,ias15.ft.sinanode.com
FT,YH11050012,BJ-FT-A-3560g-16.181.36-I0,172.16.181.36,cisco,ias16.ft.sinanode.com
FT,YH11060146,BJ-FT-A-3560X-16.181.37-I0,172.16.181.37,cisco,ias17.ft.sinanode.com
FT,YH11070106,BJ-FT-A-3560X-16.181.38-I0,172.16.181.38,cisco,ias18.ft.sinanode.com
FT,YH11070107,BJ-FT-A-3560X-16.181.39-I0,172.16.181.39,cisco,ias19.ft.sinanode.com
FT,YH09110017,BJ-FT-A-3560G-16.181.4-I0,172.16.181.4,cisco,ias20.ft.sinanode.com
FT,YH09110029,BJ-FT-A-3560-16.181.5-I0,172.16.181.5,cisco,ias21.ft.sinanode.com
FT,YH09110026,BJ-FT-A-3560G-16.181.6-I0,172.16.181.6,cisco,ias22.ft.sinanode.com
FT,YH09110028,BJ-FT-A-3560-16.181.7-I0,172.16.181.7,cisco,ias23.ft.sinanode.com
FT,YH10010011,BJ-FT-A-3560G-16.181.8-I0,172.16.181.8,cisco,ias24.ft.sinanode.com
FT,YH10010013,BJ-FT-A-3560-16.181.9-I0,172.16.181.9,cisco,ias25.ft.sinanode.com
FT,YH07100006,BJ-FT-C-3560G-98.132.1-E0,211.98.132.1,cisco,
FT,TH09120001+YH13050030,BJ-FT-C-5800-179.175.1-E0,221.179.175.1,h3c,
FT,YH10040016,BJ-FT-A-3560g-179.175.11-E0,221.179.175.11,cisco,eas26.ft.sinanode.com
FT,YH10080039,BJ-FT-A-3560g-179.175.20-E0,221.179.175.20,cisco,eas27.ft.sinanode.com
FT,YH10100023,BJ-FT-A-3560g-179.175.21-E0,221.179.175.21,cisco,eas28.ft.sinanode.com
FT,YH10060018,BJ-FT-A-3560g-179.175.28-E0,221.179.175.28,cisco,eas29.ft.sinanode.com
FT,YH10110030,BJ-FT-A-3560g-179.175.29-E0,221.179.175.29,cisco,eas30.ft.sinanode.com
FT,YH09110014,BJ-FT-A-3560G-179.175.3-E0,221.179.175.3,cisco,eas31.ft.sinanode.com
FT,YH10120087,BJ-FT-A-3560g-179.175.30-E0,221.179.175.30,cisco,eas32.ft.sinanode.com
FT,YH11010123,BJ-FT-A-3560g-179.175.31-E0,221.179.175.31,cisco,eas33.ft.sinanode.com
FT,YH11030070,BJ-FT-A-3560g-179.175.34-E0,221.179.175.34,cisco,eas34.ft.sinanode.com
FT,YH11030064,BJ-FT-A-3560g-179.175.35-E0,221.179.175.35,cisco,eas35.ft.sinanode.com
FT,YH11050011,BJ-FT-A-3560g-179.175.36-E0,221.179.175.36,cisco,eas36.ft.sinanode.com
FT,YH09110016,BJ-FT-A-3560G-179.175.4-E0,221.179.175.4,cisco,eas37.ft.sinanode.com
FT,YH09110010,BJ-FT-A-3560G-179.175.5-E0,221.179.175.5,cisco,eas38.ft.sinanode.com
FT,YH09110027,BJ-FT-A-3560G-129.175.7-E0,221.179.175.7,cisco,eas39.ft.sinanode.com
FT,YH10010010,BJ-FT-A-3560-179.175.8-E0,221.179.175.8,cisco,eas40.ft.sinanode.com
FT,YH10010012,BJ-FT-A-3560G-179.175.9-E0,221.179.175.9,cisco,eas41.ft.sinanode.com
FT,YH09080025,BJ-FT-A-3560G-179.180.65-E0,221.179.180.65,cisco,eas42.ft.sinanode.com
FT,YH11020183,BJ-FT-A-3560g-16.181.35-I0,172.16.181.35,cisco,ias43.ft.sinanode.com
FT,YH11120059,BJ-FT-A-3560X-16.181.56-I0,172.16.181.56,cisco,ias44.ft.sinanode.com
FT,YH11070108,BJ-FT-A-3560X-16.181.64-I0,172.16.181.64,cisco,ias45.ft.sinanode.com
FT,YH11120088,BJ-FT-A-3560X-16.181.65-I0,172.16.181.65,cisco,ias46.ft.sinanode.com
FT,YH12100030,BJ-FT-A-3560X-16.181.80-I0,172.16.181.80,cisco,ias47.ft.sinanode.com
FT,TH09120001+YH13050030+YH15030002+YH15050001,BJ-FT-C-5800-179.175.1-E0,221.179.175.1,h3c,
FT,YH11030034,BJ-FT-A-3560X-179.175.185-E0,221.179.175.185,cisco,eas48.ft.sinanode.com
FT,YH08060073,BJ-FT-A-3560G-179.175.56-E0,221.179.175.56,cisco,eas49.ft.sinanode.com
FT,YH11050005,BJ-FT-A-3560G-179.175.64-E0,221.179.175.64,cisco,eas50.ft.sinanode.com
FT,YH11030014,BJ-FT-A-3560G-179.175.65-E0,221.179.175.65,cisco,eas51.ft.sinanode.com
FT,YH12090055,BJ-FT-A-3560X-179.175.80-E0,221.179.175.80,cisco,eas52.ft.sinanode.com
FT,XQ16050003,BJ-FT-A-3560-16.181.120-I0,172.16.181.120,cisco,ias53.ft.sinanode.com
FT,XQ16050005,BJ-FT-A-3560-16.181.121-I0,172.16.181.121,cisco,ias54.ft.sinanode.com
FT,XQ16050002,BJ-FT-A-3560-179.175.120-E0,221.179.175.120,cisco,eas55.ft.sinanode.com
FT,XQ16050004,BJ-FT-A-3560-179.175.121-E0,221.179.175.121,cisco,eas56.ft.sinanode.com
FT,YH09110025,BJ-FT-A-3560G-179.175.6-E0,221.179.175.6,cisco,eas57.ft.sinanode.com
QXG,YH08030006+YH11120148,GZ-QXG-C-6509-14.1.1-ES,10.70.254.1,cisco,
QXG,YH09090010,GZ-QXG-A-3560G-70.254.10-E0,10.70.254.10,cisco,eas1.qxg.sinanode.com
QXG,YH12090018,GZ-QXG-A-3560X-70.254.101-E0,10.70.254.101,cisco,eas2.qxg.sinanode.com
QXG,YH13020001,GZ-QXG-A-3560X-70.254.103-E0,10.70.254.103,cisco,eas3.qxg.sinanode.com
QXG,YH08030169,GZ-QXG-A-3560X-70.254.104-E0,10.70.254.104,cisco,eas4.qxg.sinanode.com
QXG,YH12090024,GZ-QXG-A-3560X-70.254.107-E,10.70.254.107,cisco,
QXG,YH12090026,GZ-QXG-A-3560X-70.254.108-E0,10.70.254.108,cisco,eas5.qxg.sinanode.com
QXG,YH12090027,GZ-QXG-A-3560X-70.254.109-E0,10.70.254.109,cisco,eas6.qxg.sinanode.com
QXG,YH06110024,GZ-QXG-A-3560G-70.254.11-E0,10.70.254.11,cisco,eas7.qxg.sinanode.com
QXG,YH12100026,GZ-QXG-A-3560X-70.254.110-E0,10.70.254.110,cisco,eas8.qxg.sinanode.com
QXG,05063773,GZ-QXG-A-3750G-70.254.111-E0,10.70.254.111,cisco,eas9.qxg.sinanode.com
QXG,05083012,GZ-QXG-A-3750G-70.254.112-E0,10.70.254.112,cisco,eas10.qxg.sinanode.com
QXG,YH10010021,GZ-QXG-A-3560G-70.254.113-E0,10.70.254.113,cisco,eas11.qxg.sinanode.com
QXG,05044069,GZ-QXG-A-3750G-70.254.114-E0,10.70.254.114,cisco,eas12.qxg.sinanode.com
QXG,05015039,GZ-QXG-A-3750G-70.254.115-E0,10.70.254.115,cisco,eas13.qxg.sinanode.com
QXG,YH12110020,GZ-QXG-A-3560X-70.254.116-E0,10.70.254.116,cisco,eas14.qxg.sinanode.com
QXG,YH12120064,GZ-QXG-A-3560X-70.254.117-E0,10.70.254.117,cisco,eas15.qxg.sinanode.com
QXG,YH12120066,GZ-QXG-A-3560X-70.254.118-E0,10.70.254.118,cisco,eas16.qxg.sinanode.com
QXG,YH12120067,GZ-QXG-A-3560X-70.254.119-E0,10.70.254.119,cisco,eas17.qxg.sinanode.com
QXG,YH06110027,GZ-QXG-A-3560G-70.254.12-E0,10.70.254.12,cisco,eas18.qxg.sinanode.com
QXG,YH12120052,GZ-QXG-A-3560X-70.254.120-E0,10.70.254.120,cisco,eas19.qxg.sinanode.com
QXG,YH12120054,GZ-QXG-A-3560X-70.254.121-E0,10.70.254.121,cisco,eas20.qxg.sinanode.com
QXG,YH12120074,GZ-QXG-A-3560X-70.254.122-E0,10.70.254.122,cisco,eas21.qxg.sinanode.com
QXG,YH12120089,GZ-QXG-A-3560X-70.254.123-E0,10.70.254.123,cisco,eas22.qxg.sinanode.com
QXG,05063768,GZ-QXG-A-3750G-70.254.124-E0,10.70.254.124,cisco,eas23.qxg.sinanode.com
QXG,YH10120199,GZ-QXG-A-3560G-70.254.125-E0,10.70.254.125,cisco,eas24.qxg.sinanode.com
QXG,YH10080064,GZ-QXG-A-3560G-70.254.126-E0,10.70.254.126,cisco,eas25.qxg.sinanode.com
QXG,YH10080065,GZ-QXG-A-3560G-70.254.127-E0,10.70.254.127,cisco,eas26.qxg.sinanode.com
QXG,YH13100011,GZ-QXG-A-3560X-70.254.128-E0,10.70.254.128,cisco,eas27.qxg.sinanode.com
QXG,YH13100012,GZ-QXG-A-3560X-70.254.129-E0,10.70.254.129,cisco,eas28.qxg.sinanode.com
QXG,YH06110012,GZ-QXG-A-3560G-70.254.13-E0,10.70.254.13,cisco,eas29.qxg.sinanode.com
QXG,YH13100085,GZ-QXG-A-3560X-70.254.130-E0,10.70.254.130,cisco,eas30.qxg.sinanode.com
QXG,YH11030027,GZ-QXG-A-3560X-70.254.131-E0,10.70.254.131,cisco,eas31.qxg.sinanode.com
QXG,YH11030029,GZ-QXG-A-3560X-70.254.133-E0,10.70.254.133,cisco,eas32.qxg.sinanode.com
QXG,YH11080073,GZ-QXG-A-3560X-70.254.135-E0,10.70.254.135,cisco,eas33.qxg.sinanode.com
QXG,YH12120031,GZ-QXG-A-3560X-70.254.137-E0,10.70.254.137,cisco,eas34.qxg.sinanode.com
QXG,YH06110014,GZ-QXG-A-3560G-70.254.14-E0,10.70.254.14,cisco,eas35.qxg.sinanode.com
QXG,YH12120039,GZ-QXG-A-3560X-70.254.148-E0,10.70.254.148,cisco,eas36.qxg.sinanode.com
QXG,YH06110015,GZ-QXG-A-3560G-70.254.15-E0,10.70.254.15,cisco,eas37.qxg.sinanode.com
QXG,YH06120021,GZ-QXG-A-3560G-70.254.16-E0,10.70.254.16,cisco,eas38.qxg.sinanode.com
QXG,YH06080016,GZ-QXG-A-3560G-70.254.17-E0,10.70.254.17,cisco,eas39.qxg.sinanode.com
QXG,YH07010012,GZ-QXG-A-3560G-70.254.18-E0,10.70.254.18,cisco,eas40.qxg.sinanode.com
QXG,YH07080001,GZ-QXG-A-3560G-70.254.19-E0,10.70.254.19,cisco,eas41.qxg.sinanode.com
QXG,YH09080029,GZ-QXG-A-3560G-70.254.20-E0,10.70.254.20,cisco,eas42.qxg.sinanode.com
QXG,YH12100043,GZ-QXG-A-3560X-70.254.21-E0,10.70.254.21,cisco,eas43.qxg.sinanode.com
QXG,YH07070015,GZ-QXG-A-3560G-70.254.22-E0,10.70.254.22,cisco,eas44.qxg.sinanode.com
QXG,YH07070017,GZ-QXG-A-3560G-70.254.23-E0,10.70.254.23,cisco,eas45.qxg.sinanode.com
QXG,YH07070019,GZ-QXG-A-3560G-70.254.24-E0,10.70.254.24,cisco,eas46.qxg.sinanode.com
QXG,YH07090001,GZ-QXG-A-3560G-70.254.25-E0,10.70.254.25,cisco,eas47.qxg.sinanode.com
QXG,YH07070021,GZ-QXG-A-3560G-80.254.26-E0,10.70.254.26,cisco,eas48.qxg.sinanode.com
QXG,YH07090033,GZ-QXG-A-3560G-70.254.27-E0,10.70.254.27,cisco,eas49.qxg.sinanode.com
QXG,YH07080012,GZ-QXG-A-3560G-70.254.28-E0,10.70.254.28,cisco,eas50.qxg.sinanode.com
QXG,YH07080014,GZ-QXG-A-3560G-70.254.29-E0,10.70.254.29,cisco,eas51.qxg.sinanode.com
QXG,YH07080016,GZ-QXG-A-3560G-70.254.30-E0,10.70.254.30,cisco,eas52.qxg.sinanode.com
QXG,YH07110003,GZ-QXG-A-3560G-70.254.31-E0,10.70.254.31,cisco,eas53.qxg.sinanode.com
QXG,YH07010035,GZ-QXG-A-3560G-70.254.32-E0,10.70.254.32,cisco,eas54.qxg.sinanode.com
QXG,YH07090023,GZ-QXG-A-3560G-70.254.33-E0,10.70.254.33,cisco,eas55.qxg.sinanode.com
QXG,YH07100009,GZ-QXG-A-3560G-70.254.34-E0,10.70.254.34,cisco,eas56.qxg.sinanode.com
QXG,YH07090025,GZ-QXG-A-3560G-70.254.35-E0,10.70.254.35,cisco,eas57.qxg.sinanode.com
QXG,YH07070023,GZ-QXG-A-3560G-70.254.36-E0,10.70.254.36,cisco,eas58.qxg.sinanode.com
QXG,YH07100001,GZ-QXG-A-3560G-70.254.37-E0,10.70.254.37,cisco,eas59.qxg.sinanode.com
QXG,YH07100003,GZ-QXG-A-3560G-70.254.38-E0,10.70.254.38,cisco,eas60.qxg.sinanode.com
QXG,YH07100004,GZ-QXG-A-3560G-70.254.39-E0,10.70.254.39,cisco,eas61.qxg.sinanode.com
QXG,YH08010040,GZ-QXG-A-2960G-70.254.41-E0,10.70.254.41,cisco,eas62.qxg.sinanode.com
QXG,YH08010042,GZ-QXG-A-2960G-70.254.42-E0,10.70.254.42,cisco,eas63.qxg.sinanode.com
QXG,YH08010056,GZ-QXG-A-2960G-70.254.43-E0,10.70.254.43,cisco,eas64.qxg.sinanode.com
QXG,YH07110023,GZ-QXG-A-3560G-70.254.44-E0,10.70.254.44,cisco,eas65.qxg.sinanode.com
QXG,YH08010058,GZ-QXG-A-2960G-70.254.46-E0,10.70.254.46,cisco,eas66.qxg.sinanode.com
QXG,YH06110008,GZ-QXG-A-3560G-70.254.48-E0,10.70.254.48,cisco,eas67.qxg.sinanode.com
QXG,YH08030184,GZ-QXG-A-3560G-70.254.49-E0,10.70.254.49,cisco,eas68.qxg.sinanode.com
QXG,YH08040041,GZ-QXG-A-3560G-70.254.50-E0,10.70.254.50,cisco,eas69.qxg.sinanode.com
QXG,YH08040043,GZ-QXG-A-3560G-70.254.51-E0,10.70.254.51,cisco,eas70.qxg.sinanode.com
QXG,YH10010016,GZ-QXG-A-3560G-70.254.52-E0,10.70.254.52,cisco,eas71.qxg.sinanode.com
QXG,YH08050095,GZ-QXG-A-3560G-70.254.53-E0,10.70.254.53,cisco,eas72.qxg.sinanode.com
QXG,YH08050097,GZ-QXG-A-3560G-70.254.54-E0,10.70.254.54,cisco,eas73.qxg.sinanode.com
QXG,YH08050099,GZ-QXG-A-3560G-70.254.55-E0,10.70.254.55,cisco,eas74.qxg.sinanode.com
QXG,YH08050101,GZ-QXG-A-3560G-70.254.56-E0,10.70.254.56,cisco,eas75.qxg.sinanode.com
QXG,YH08060020,GZ-QXG-A-3560G-70.254.58-E0,10.70.254.58,cisco,eas76.qxg.sinanode.com
QXG,YH08060034,GZ-QXG-A-3560G-70.254.59-E0,10.70.254.59,cisco,eas77.qxg.sinanode.com
QXG,YH08060019,GZ-QXG-A-3560G-70.254.60-E0,10.70.254.60,cisco,eas78.qxg.sinanode.com
QXG,YH08060039,GZ-QXG-A-3560G-70.254.61-E0,10.70.254.61,cisco,eas79.qxg.sinanode.com
QXG,YH08060036,GZ-QXG-A-3560G-70.254.62-E0,10.70.254.62,cisco,eas80.qxg.sinanode.com
QXG,YH08060015,GZ-QXG-A-3560G-70.254.63-E0,10.70.254.63,cisco,eas81.qxg.sinanode.com
QXG,YH08060007,GZ-QXG-A-3560G-70.254.64-E0,10.70.254.64,cisco,eas82.qxg.sinanode.com
QXG,YH08060040,GZ-QXG-A-3560G-70.254.65-E0,10.70.254.65,cisco,eas83.qxg.sinanode.com
QXG,YH08060038,GZ-QXG-A-3560G-70.254.66-E0,10.70.254.66,cisco,eas84.qxg.sinanode.com
QXG,YH10040004,GZ-QXG-A-3560G-70.254.67-E0,10.70.254.67,cisco,eas85.qxg.sinanode.com
QXG,YH10060045,GZ-QXG-A-3560G-70.254.69-E0,10.70.254.69,cisco,eas86.qxg.sinanode.com
QXG,YH10060047,GZ-QXG-A-3560G-07.254.70-E0,10.70.254.70,cisco,eas87.qxg.sinanode.com
QXG,YH10060054,GZ-QXG-A-3560G-70.254.71-E0,10.70.254.71,cisco,eas88.qxg.sinanode.com
QXG,YH10070008,GZ-QXG-A-3560G-70.254.72-E0,10.70.254.72,cisco,eas89.qxg.sinanode.com
QXG,YH10070010,GZ-QXG-A-3560G-70.254.73-E0,10.70.254.73,cisco,eas90.qxg.sinanode.com
QXG,YH10070012,GZ-QXG-A-3560G-70.254.74-E0,10.70.254.74,cisco,eas91.qxg.sinanode.com
QXG,YH10070014,GZ-QXG-A-3560G-70.254.75-E0,10.70.254.75,cisco,eas92.qxg.sinanode.com
QXG,YH10070018,GZ-QXG-A-3560G-70.254.76-E0,10.70.254.76,cisco,eas93.qxg.sinanode.com
QXG,YH10070020,GZ-QXG-A-3560G-70.254.77-E0,10.70.254.77,cisco,eas94.qxg.sinanode.com
QXG,YH10070022,GZ-QXG-A-3560G-70.254.78-E0,10.70.254.78,cisco,eas95.qxg.sinanode.com
QXG,YH10070064,GZ-QXG-A-3560G-70.254.79-E0,10.70.254.79,cisco,eas96.qxg.sinanode.com
QXG,YH10070066,GZ-QXG-A-3560G-70.254.80-E0,10.70.254.80,cisco,eas97.qxg.sinanode.com
QXG,YH10010018,GZ-QXG-A-3560G-80.254.81-E0,10.70.254.81,cisco,eas98.qxg.sinanode.com
QXG,06033470,GZ-QXG-A-3560G-70.254.82-E0,10.70.254.82,cisco,eas99.qxg.sinanode.com
QXG,YH08040034,GZ-QXG-A-3560G-80.254.83-E0,10.70.254.83,cisco,eas100.qxg.sinanode.com
QXG,YH08060075,GZ-QXG-A-3560G-70.254.84-E0,10.70.254.84,cisco,eas101.qxg.sinanode.com
QXG,YH09080010,GZ-QXG-A-3560G-70.254.85-E0,10.70.254.85,cisco,eas102.qxg.sinanode.com
QXG,YH09080012,GZ-QXG-A-3560G-70.254.86-E0,10.70.254.86,cisco,eas103.qxg.sinanode.com
QXG,YH10080112,GZ-QXG-A-3560G-70.254.87-E0,10.70.254.87,cisco,eas104.qxg.sinanode.com
QXG,YH10080114,GZ-QXG-A-3560G-70.254.89-E0,10.70.254.89,cisco,eas105.qxg.sinanode.com
QXG,YH06110057,GZ-QXG-A-3560G-70.254.90-E0,10.70.254.90,cisco,eas106.qxg.sinanode.com
QXG,YH10120060,GZ-QXG-A-3560G-70.254.91-E0,10.70.254.91,cisco,eas107.qxg.sinanode.com
QXG,YH11030072,GZ-QXG-A-3560G-70.254.92-E0,10.70.254.92,cisco,eas108.qxg.sinanode.com
QXG,YH11050009,GZ-QXG-A-3560G-70.254.93-E0,10.70.254.93,cisco,eas109.qxg.sinanode.com
QXG,YH11100004,GZ-QXG-A-3560G-70.254.94-E0,10.70.254.94,cisco,eas110.qxg.sinanode.com
QXG,YH09060001,GZ-QXG-A-3560G-70.254.96-E0,10.70.254.96,cisco,eas111.qxg.sinanode.com
QXG,YH07110005,GZ-QXG-A-3560G-70.254.97-E0,10.70.254.97,cisco,eas112.qxg.sinanode.com
QXG,YH08060078,GZ-QXG-A-3560G-70.254.98-E0,10.70.254.98,cisco,eas113.qxg.sinanode.com
QXG,YH08060082,GZ-QXG-A-3560G-70.254.99-E0,10.70.254.99,cisco,eas114.qxg.sinanode.com
QXG,YH08030001+YH08030002,GZ-QXG-C-6509-71.254.1-IS,10.71.254.1,cisco,
QXG,YH09090004,GZ-QXG-A-3560G-71.254.10-I0,10.71.254.10,cisco,ias115.qxg.sinanode.com
QXG,YH12090019,GZ-QXG-A-3560-71.254.101-I0,10.71.254.101,cisco,ias116.qxg.sinanode.com
QXG,YH13020002,GZ-QXG-A-3560-71.254.103-I0,10.71.254.103,cisco,ias117.qxg.sinanode.com
QXG,YH08050118,GZ-QXG-A-3560X-71.254.104-I0,10.71.254.104,cisco,ias118.qxg.sinanode.com
QXG,YH12090025,GZ-QXG-A-3560-71.254.107-I0,10.71.254.107,cisco,ias119.qxg.sinanode.com
QXG,YH12090028,GZ-QXG-A-3560-71.254.108-I0,10.71.254.108,cisco,ias120.qxg.sinanode.com
QXG,YH12090029,GZ-QXG-A-3560-71.254.109-I0,10.71.254.109,cisco,ias121.qxg.sinanode.com
QXG,YH06120007,GZ-QXG-A-3560G-71.254.11-I0,10.71.254.11,cisco,ias122.qxg.sinanode.com
QXG,YH12100027,GZ-QXG-A-3560-71.254.110-I0,10.71.254.110,cisco,ias123.qxg.sinanode.com
QXG,YH11100155,GZ-QXG-A-3560-71.254.111-I0,10.71.254.111,cisco,ias124.qxg.sinanode.com
QXG,YH11090026,GZ-QXG-A-3560-71.254.112-I0,10.71.254.112,cisco,ias125.qxg.sinanode.com
QXG,YH10010030,GZ-QXG-A-3560G-71.254.113-I0,10.71.254.113,cisco,ias126.qxg.sinanode.com
QXG,YH13050018,GZ-QXG-A-3560X-71.254.114-I0,10.71.254.114,cisco,ias127.qxg.sinanode.com
QXG,YH12110021,GZ-QXG-A-3560X-71.254.116-I0,10.71.254.116,cisco,ias128.qxg.sinanode.com
QXG,YH12120065,GZ-QXG-A-3560-71.254.117-I0,10.71.254.117,cisco,ias129.qxg.sinanode.com
QXG,YH12120071,GZ-QXG-A-3560-71.254.118-I0,10.71.254.118,cisco,ias130.qxg.sinanode.com
QXG,YH12120072,GZ-QXG-A-3560-71.254.119-I0,10.71.254.119,cisco,ias131.qxg.sinanode.com
QXG,YH06120009,GZ-QXG-A-3560G-71.254.12-I0,10.71.254.12,cisco,ias132.qxg.sinanode.com
QXG,YH12120053,GZ-QXG-A-3560-71.254.120-I0,10.71.254.120,cisco,ias133.qxg.sinanode.com
QXG,YH12120055,GZ-QXG-A-3560-71.254.121-i0,10.71.254.121,cisco,
QXG,YH12120075,GZ-QXG-A-3560-10.71.254.122-I0,10.71.254.122,cisco,ias134.qxg.sinanode.com
QXG,YH12100048,GZ-QXG-A-3560X-71.254.123-I0,10.71.254.123,cisco,ias135.qxg.sinanode.com
QXG,05083022,GZ-QXG-A-3750G-71.254.124-I0,10.71.254.124,cisco,ias136.qxg.sinanode.com
QXG,YH11030020,GZ-QXG-A-3560X-71.254.125-I0,10.71.254.125,cisco,ias137.qxg.sinanode.com
QXG,YH10080063,GZ-QXG-A-3560G-71.254.126-I0,10.71.254.126,cisco,ias138.qxg.sinanode.com
QXG,YH10080066,GZ-QXG-A-3560G-71.254.127-I0,10.71.254.127,cisco,ias139.qxg.sinanode.com
QXG,YH13100013,GZ-QXG-A-3560X-71.254.128-I0,10.71.254.128,cisco,ias140.qxg.sinanode.com
QXG,YH13100014,GZ-QXG-A-3560X-71.254.129-I0,10.71.254.129,cisco,ias141.qxg.sinanode.com
QXG,YH06110006,GZ-QXG-A-3560G-71.254.13-I0,10.71.254.13,cisco,ias142.qxg.sinanode.com
QXG,YH13100086,GZ-QXG-A-3560X-71.254.130-I0,10.71.254.130,cisco,ias143.qxg.sinanode.com
QXG,YH11030028,GZ-QXG-A-3560X-71.254.131-I0,10.71.254.131,cisco,ias144.qxg.sinanode.com
QXG,YH11030031,GZ-QXG-A-3560X-71.254.133-I0,10.71.254.133,cisco,ias145.qxg.sinanode.com
QXG,YH11030032,GZ-QXG-A-3560X-71.254.134-I0,10.71.254.134,cisco,ias146.qxg.sinanode.com
